Time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_MidSize_Winter_Test1,Speed_MidSize_Winter_Test2,Speed_MidSize_Winter_Test3,Speed_MidSize_Winter_Test4,Speed_MidSize_Winter_Test5,Speed_MidSize_AllSeason_Test1,Speed_MidSize_AllSeason_Test2,Speed_MidSize_AllSeason_Test3,Speed_MidSize_AllSeason_Test4,Speed_MidSize_AllSeason_Test5,Speed_MidSize_Summer_Test1,Speed_MidSize_Summer_Test2,Speed_MidSize_Summer_Test3,Speed_MidSize_Summer_Test4,Speed_MidSize_Summer_Test5,Speed_FullSize_Winter_Test1,Speed_FullSize_Winter_Test2,Speed_FullSize_Winter_Test3,Speed_FullSize_Winter_Test4,Speed_FullSize_Winter_Test5,Speed_FullSize_AllSeason_Test1,Speed_FullSize_AllSeason_Test2,Speed_FullSize_AllSeason_Test3,Speed_FullSize_AllSeason_Test4,Speed_FullSize_AllSeason_Test5,Speed_FullSize_Summer_Test1,Speed_FullSize_Summer_Test2,Speed_FullSize_Summer_Test3,Speed_FullSize_Summer_Test4,Speed_FullSize_Summer_Test5
0.6,-0.209,0.695,0.286,0.176,0.64,-0.525,0.345,-0.799,-0.018,0.514,-0.845,-1.329,-0.611,-0.271,-0.211,0.4,-0.378,0.439,-0.007,-0.927,-1.345,0.22,-0.223,0.352,-0.425,0.503,-0.311,-0.024,0.064,-1.455,-0.184,-0.556,0.007,0.144,0.76,-0.477,-0.127,0.97,0.249,0.526,0.466,-0.379,0.263,0.261,-0.393
0.61,0.234,-0.624,-0.725,NaN,-1.099,-1.008,-0.321,0.83,-1.383,0.137,-0.408,-0.415,-0.029,-0.909,1,-1.758,-0.743,-0.755,-0.177,0.909,-0.034,-0.57,-1.24,0.239,0.2,0.606,0.502,0.063,0.155,0.098,-0.446,-0.587,-0.197,-1.095,0.195,-0.91,-0.357,-0.273,-0.14,0.645,-0.157,-0.441,-0.687,-0.071,0.43
0.62,-0.008,-0.68,-1.005,0.537,0.214,-0.708,-0.751,-0.313,0.259,0.301,-0.547,-0.156,-1.083,-0.063,1.081,0.043,-0.487,0.013,0.32,-0.568,-0.092,0.019,0.787,-0.241,-0.462,-0.728,0.196,-0.311,NaN,-0.176,-0.16,-0.529,-0.681,0.165,-0.18,-0.24,0.028,-0.714,NaN,-0.46,-0.414,-0.407,-0.337,-1.031,-1.352
0.63,-1.269,0.284,-0.163,0.073,0.348,-0.255,-0.407,NaN,-0.362,-0.357,-0.05,-0.132,0.021,0.206,-0.275,-1.086,-0.082,0.338,-0.669,-0.331,-1.045,-0.57,-1.218,-0.094,-0.691,-0.341,-0.675,-0.56,-1.412,0.292,0.436,-0.156,-0.75,0.319,0.746,-0.208,-0.36,-0.891,-0.054,0.688,0.731,0.223,-0.288,-0.005,-0.564
0.64,0.268,0.054,-0.162,0.619,-0.03,0.317,0.354,NaN,-0.321,-0.007,0.619,-0.321,0.104,0.46,-0.55,-1.278,-0.168,-1.363,-0.772,0.081,0.265,-0.489,0.174,0.222,-0.012,-0.501,-0.015,0.575,0.083,-0.189,-0.484,0.148,0.425,-0.711,-0.442,-0.834,0.22,0.164,-0.866,-0.11,0.144,0.819,-0.146,0.264,0.089
0.65,0.094,-0.124,-0.432,0.359,0.799,0.162,0.78,-0.942,0.102,-0.409,0.855,-0.158,0.112,0.367,0.276,0.087,0.274,-0.811,0.959,0.145,-0.777,-0.201,-0.109,0.153,-1.276,0.458,0.472,-0.248,-0.66,-0.448,0.525,-0.136,0.392,-0.294,-0.352,-0.443,-0.754,0.144,0.008,-1.902,-0.169,0.619,0.232,NaN,-0.277
0.66,1.058,0.493,0.286,0.895,-0.412,-0.269,-0.951,-0.509,0.397,0.364,-0.097,-0.133,-0.452,0.078,0.239,0.68,-0.563,-0.516,-0.123,0.402,-0.086,0.05,0.466,-0.017,-0.031,-0.372,-0.25,-0.099,-0.532,-0.805,-0.26,-0.508,-0.231,-0.232,-0.508,0.361,0.266,0.444,-0.124,-0.849,1.21,1.283,-0.86,-0.277,-0.473
0.67,0.111,-0.35,-1.081,NaN,0.331,-0.863,-1.188,-0.488,0.134,-0.551,-0.626,0.284,-0.451,-0.631,0.363,-0.558,0.179,-0.54,0.068,0.641,0.466,0.332,-0.194,0.438,-0.322,0.773,-0.941,-0.408,0.558,0.768,-0.188,0.141,0.35,0.404,0.24,0.133,-0.3,-0.07,0.731,-0.687,-0.331,0.508,-0.698,-0.666,0.405
0.68,0.509,-0.174,-1.06,-0.706,0.025,0.94,-0.555,-0.562,-0.235,-1.047,0.363,0.718,0.847,-1.258,-0.494,-0.219,-0.245,-0.907,0.009,-0.557,-0.613,0.065,-1.32,-0.692,0.227,NaN,0.578,-0.136,-0.697,-0.487,0.007,NaN,-0.093,-0.271,0.127,0.187,-0.536,0.225,0.801,0.377,-0.594,-0.234,-0.188,-0.238,0.415
0.69,-0.385,-0.817,-1.064,0.518,-0.426,0.56,0.422,-0.517,-0.932,-1.191,-0.586,0.341,0.263,0.015,-0.785,0.017,0.648,-0.078,-0.611,-0.522,0.796,-1.025,0.422,-0.337,0.214,0.789,-1.246,0.646,-0.473,-0.055,0.251,0.11,0.02,-0.097,0.602,0.783,0.476,-0.169,1.273,-0.224,-0.735,-0.202,0.713,0.8,-1.126
0.7,-0.022,-0.578,-0.224,-0.661,0.875,0.406,0.302,0.048,-1.242,-0.919,0.856,-0.016,-0.15,-0.658,1.377,-0.233,-1.117,0.151,0.325,-0.941,0.198,0.421,0.358,-0.401,0.277,0.198,-0.236,0.15,-0.928,-0.679,0.863,-0.054,-0.45,0.112,NaN,0.9,-0.61,0.418,0.206,-1.375,-0.783,1.159,0.113,0.222,0.56
0.71,0.066,0.368,0.686,-0.113,0.731,0.113,-0.559,0.096,0.552,-0.895,-0.559,0.623,-0.285,0.247,-0.256,0.308,NaN,-0.402,-1.173,0.241,-1.358,-1.782,-0.359,-0.856,-0.636,-0.122,0.259,-0.018,0.482,0.929,-0.189,0.228,-1.133,-0.205,0.114,0.076,0.068,0.131,-0.196,-0.402,-0.492,-0.205,0.003,0.197,-0.462
0.72,-0.253,0.226,0.164,-0.821,-0.17,-0.147,-1.068,0.25,-0.026,0.721,0.54,-0.232,-0.083,0.407,-0.114,-0.535,-0.201,0.987,-0.191,0.066,0.008,0.458,0.018,0.647,0.612,-0.804,0.089,0.175,-0.436,-0.555,0.256,-0.27,-0.192,-0.298,0.767,-1.428,0.326,-0.815,0.505,-0.489,-0.094,-0.994,-1.472,0.355,-0.138
0.73,0.469,0.12,0.623,-0.157,-0.07,1.049,-0.085,0.334,-0.241,-0.646,-0.27,0.358,-0.151,-0.729,-1.032,-0.441,-1.285,0.482,-0.799,-0.094,-1.146,1.124,0.359,0.518,-0.031,0.992,-0.209,0.893,-0.207,-0.047,0.953,0.798,0.407,0.515,-0.675,-0.049,1.146,-0.449,0.561,0.65,-0.008,-0.244,0.294,-0.62,0.115
0.74,-0.09,0.857,0.012,0.177,-0.193,-0.163,0.328,0.818,-0.435,-0.957,0.671,0.315,-0.49,-0.602,-0.572,-0.181,0.407,0.572,0.272,-0.667,-1.332,-0.536,0.855,0.314,0.01,-0.193,0.281,0.351,-0.512,-0.687,-0.314,NaN,0.052,0.184,-0.43,-1.7,-0.904,0.411,-0.931,-0.106,-0.578,-0.548,-1.229,-0.871,-0.114
0.75,-0.134,-0.908,NaN,-0.125,-0.307,-0.64,-0.094,0.794,-1.337,-0.078,0.119,0.41,-0.285,-1.336,-0.435,0.656,-0.663,0.165,-1.078,0.747,-0.195,0.144,0.299,0.266,-1.312,-0.93,0.747,0.66,0.169,0.727,0.842,0.554,0.006,-0.339,-0.698,-0.185,-0.011,-0.872,-0.7,0.153,-1.113,0.587,-0.613,-0.325,-0.666
0.76,-0.734,-0.87,-0.368,-1.274,1.414,0.733,-1.053,-0.039,-0.188,-0.227,-0.888,-0.394,-0.443,-0.927,1.325,0.237,-0.845,-0.171,1.015,-0.169,-0.55,-0.058,0.19,-0.683,-1.45,-0.57,-0.472,0.38,-0.024,0.346,-0.828,-0.818,0.135,-0.281,-0.082,0.26,0.28,-0.191,-0.204,0.268,-0.704,-0.865,-0.228,-0.375,-0.46
0.77,0.496,-0.392,-0.449,0.074,-0.394,-0.88,-0.094,0.19,-0.55,0.446,0.94,0.707,-0.639,0.737,0.196,0.548,-0.014,0.553,0.091,-1.496,0.142,-1.013,-0.155,0.723,0.279,-0.973,-0.626,0.962,0.612,1.085,0.424,-0.611,-0.368,0.229,-0.375,-0.003,-0.437,0.416,-0.356,-0.122,-0.501,-0.508,0.467,0.293,-0.524
0.78,0.206,0.265,-0.083,-0.687,0,1.143,0.801,-0.392,0.145,0.195,1.02,0.213,0.041,-0.238,0.117,-0.658,0.526,-0.523,-0.222,0.309,-0.729,-0.957,-0.71,-1.444,0.366,1.103,-1.185,-0.962,-1.141,-0.433,-1.151,-0.49,0.49,0.053,-0.52,-1.204,-0.399,0.19,0.187,0.895,-0.915,0.41,-0.735,0.127,-1.242
0.79,1.166,-0.335,0.162,-0.175,-0.13,0.073,0.147,-0.171,0.152,0.768,-0.123,0.173,0.763,0.659,-0.505,-0.148,-0.456,-0.856,-0.28,-0.268,-1.036,-0.003,-0.006,0.515,0.717,-0.823,-0.059,0.277,-0.595,0.351,-0.561,-0.789,0.477,0.823,-1.075,0.738,0.54,0.536,0.04,-0.449,-0.98,0.181,0.222,-0.897,0.122
0.8,-0.094,-1.277,-0.771,-0.684,-0.239,-0.442,0.263,-0.188,0.265,-0.878,0.082,0.777,0.843,0.203,-1.821,-0.334,-0.033,-0.629,-0.449,-0.573,-0.198,0.133,-0.543,-0.824,0.864,-0.169,-0.716,0.282,0.011,-0.378,-0.147,-0.234,0.315,-0.875,-0.297,-0.301,-0.233,-0.137,-1.398,-0.412,0.006,0.182,-0.136,0.385,0.004
0.81,-1.65,0.102,-0.283,-0.174,0.123,-0.041,-0.064,-1.198,0.067,0.714,0.494,-0.359,0.158,0,1.149,0.218,-0.29,-0.017,0.727,0.707,-0.819,-1.135,-0.225,0.447,-0.985,-0.931,-1.081,0.105,-1.267,-0.942,-0.244,-0.839,-1.997,-0.675,-0.831,0.733,-0.009,-0.801,0.133,-0.391,-0.722,-0.126,-0.337,0.214,0.399
0.82,-0.404,-0.335,-0.414,-0.221,0.791,0.457,0.195,0.097,-0.071,0.208,-0.018,-1.17,0.087,-0.039,0.693,-0.125,0.049,-0.649,0.559,-0.283,-1.016,-0.79,-0.244,-0.294,0.383,-0.979,0.208,0.17,0.495,0.02,-0.458,-0.064,-0.91,-0.387,-0.884,0.631,-0.722,-0.273,-0.503,-0.155,0.261,0.731,0.589,-0.675,-0.005
0.83,-0.388,0.047,0.192,-0.095,-1.45,0.607,-1.005,-1.015,-0.562,0.42,-1.337,-0.842,0.566,-0.81,-1.546,-0.209,0.807,-0.663,-1.018,-0.831,0.592,0.147,-0.534,-0.018,1.111,0.515,-0.144,-0.072,-1.005,-0.343,0.067,-0.195,0.504,-0.148,-0.929,-0.751,0.985,0.534,0.778,0.063,-1.063,-0.657,0.665,1.08,0.41
0.84,0.72,-0.801,0.295,1.123,0.122,0.021,-0.265,-0.531,-0.214,-0.2,-0.043,-0.829,-0.801,-1.041,-1.007,0.175,0.595,0.147,-1.363,0.656,-0.118,0.196,0.591,0.476,1.004,0.174,0.895,0.343,0.055,0.337,0.808,0.392,-0.229,0.309,-0.061,-0.106,0.568,-0.128,-0.498,0.086,0.787,-0.622,-0.589,-0.161,0.218
0.85,-0.312,0.276,0.988,1.687,0.512,-0.412,0.49,0.168,-0.647,0.542,0.003,-1.169,0.464,0.97,0.46,-0.853,-0.276,-0.509,NaN,0.546,-1.885,-0.395,-0.028,NaN,NaN,-0.675,-0.354,-0.091,0.087,-1.011,-0.8,-0.677,-0.231,NaN,0.051,-1.4,-0.008,-0.319,-1.356,0.628,-0.963,0.297,-1.038,0.496,0.182
0.86,-0.005,-0.318,0.519,-0.523,-0.97,-0.059,-0.557,-1.195,-1.264,-0.436,-0.69,-0.388,-0.192,0.215,-0.822,0.54,0.89,-0.363,-0.211,0.508,0.404,-0.082,0.091,0.024,-0.794,-0.347,-0.451,-0.137,-0.821,-1.004,0.566,0.082,0.206,-0.051,-0.407,-0.759,0.039,-0.043,0.228,0.088,-0.087,-0.821,-0.12,-0.213,-0.295
0.87,0.281,-0.543,-0.084,-0.603,NaN,-0.313,0.134,-0.104,-0.958,0.058,-0.406,0.833,0.264,-0.286,0.368,-0.502,0.531,-0.422,-1.188,0.137,0.016,0.149,-1.201,0.496,0.264,0.193,0.307,-1.033,0.429,-0.127,0.838,-0.116,0.411,-0.712,0.008,0.782,-0.883,-0.673,1.73,0.275,-0.609,0.495,0.184,0.009,0.658
0.88,-0.815,-0.144,-0.75,-1.032,0.168,0.9,0.144,0.332,0.34,-1.115,0.47,-0.349,-1.027,0.142,-0.223,1.088,-0.674,-0.462,0.089,0.214,0.052,-0.54,-0.219,-0.377,-0.784,0.805,-1.2,0.625,0.113,0.141,0.239,0.004,0.455,-0.697,0.722,-0.373,0.65,0.427,-0.461,0.332,1.135,0.478,-0.511,NaN,-0.149
0.89,0.077,-0.594,-0.175,-0.444,0.615,-0.416,0.023,-0.639,-0.727,-0.445,0.232,0.564,0.245,0.348,0.626,0.242,0.869,-0.961,0.46,-0.341,-1.376,0.203,0.258,-0.155,0.72,0.68,-0.397,0.075,-0.382,-0.22,NaN,0.589,0.227,1.105,-0.009,-0.503,-0.055,-0.044,0.14,-0.699,0.857,-1.154,0.107,NaN,-0.602
0.9,-0.68,-0.817,-0.996,-0.845,-0.025,-0.147,-0.259,-0.678,-0.726,0.735,0.148,0.783,-0.129,-0.653,-0.989,-1.424,-0.189,0.078,-0.226,0.298,0.747,-0.192,0.161,-0.6,-0.217,-0.152,0.413,-0.083,-1.17,0.272,-1.119,0.02,0.335,-0.112,-0.035,0.333,-0.17,1.437,1.107,-0.581,-1.638,-1.017,0.359,-0.296,-0.547
0.91,-0.465,NaN,-0.496,0.271,-0.229,-0.553,-1.218,-0.079,0.522,-0.637,0.066,0.448,-1.264,-0.658,0.395,-0.748,-0.274,-0.092,-0.568,0.342,0.688,0.008,0.181,-0.62,0.046,NaN,-0.223,-0.539,0.034,-0.188,-0.081,0.055,-0.064,0.904,-0.792,0.216,0.302,0.71,0.107,0.33,-0.403,0.318,-0.54,-0.866,-1.179
0.92,-1.43,-1.595,1.018,0.11,1.62,-0.884,-0.606,0.809,0.657,-0.077,0.429,-0.668,0.243,-0.167,-1.167,0.951,-0.506,0.242,-0.396,0.534,0.67,NaN,0.754,-0.039,-0.898,0.27,-0.256,-0.368,0.027,-0.096,0.183,0.235,0.437,-0.269,0.135,-0.18,0.718,0.707,-1.049,0.195,0.147,0.112,0.393,-0.35,0.914
0.93,0.492,-0.458,-0.758,0.408,0.506,-0.232,0.688,-0.521,-0.069,-0.847,0.218,-0.305,-0.05,0.155,-0.196,0.242,-0.246,-0.155,-0.131,-0.398,-1.031,NaN,-0.083,-0.465,0.15,-0.17,-0.992,-0.55,-0.166,-0.161,-1.163,-0.858,0.524,-0.144,-1.122,1.541,0.239,-0.426,0.364,-0.1,-0.35,0.487,-0.05,-0.824,0.153
0.94,0.053,-0.069,-0.938,0.208,-0.061,0.313,0.042,0.971,0.517,-0.565,-0.47,-0.128,-0.31,1.02,0.842,-0.177,0.735,0.98,-0.428,0.1,-0.913,0.152,-0.09,-0.14,-0.355,-1.04,0.246,-0.699,0.347,-0.296,0.813,-0.546,0.524,-0.386,0.256,0.175,-0.813,-0.126,-0.633,-0.626,0.18,-0.02,-0.09,0.363,0.295
0.95,-0.277,-0.835,0.325,0.389,0.417,-0.102,-0.406,-0.892,-0.093,-0.247,0.63,-0.288,0.127,-0.863,0.108,-0.88,-0.261,0.04,-0.033,-0.388,1.461,1.177,0.183,-0.4,0.08,0.291,1.469,-0.274,-0.141,-0.772,0.203,0.221,-0.457,0.08,-0.311,-1.225,0.596,-0.35,0.395,-0.832,-0.761,0.969,-0.993,1.202,-0.605
0.96,0.013,-0.86,0.185,0.275,-0.183,-0.219,0.072,0.678,1.222,0.482,-0.62,-0.892,0.194,-1.232,0.068,0.657,-0.136,0.283,0.143,0.199,-0.356,NaN,NaN,0.825,NaN,-0.733,-0.267,0.108,-0.377,0.66,0.9,0.184,0.317,-0.037,0.325,0.06,-1.304,-0.276,0,0.844,-0.193,-1.444,NaN,0.576,NaN
0.97,0.823,0.497,-0.971,0.384,NaN,0.305,-0.813,0.002,-1.009,1.14,-0.467,0.383,0.63,-0.865,-0.485,-0.038,0.567,-0.213,0.061,-0.257,-1.167,-0.487,0.024,NaN,-0.417,0.19,0.184,NaN,-0.611,1.071,0.262,-0.075,0.48,0.011,-0.693,0.985,-0.747,-0.909,-0.1,0.014,0.127,-0.563,-0.35,-0.983,-0.094
0.98,0.561,-0.087,0.15,-0.814,-0.124,-0.675,-0.739,0.059,0.675,-0.055,-0.194,-0.995,-1.093,-1.099,-1.262,0.508,-0.077,0.251,-0.102,0.676,-0.37,-0.415,-0.037,-0.246,0.198,0.554,-0.3,0.135,-0.326,-0.547,0.146,-0.767,-0.213,-0.523,0.219,-0.712,-1.216,-0.157,-0.158,-0.559,-0.655,0.312,-0.091,0.199,-0.286
0.99,-0.207,-0.774,-0.307,-0.714,-0.014,0.696,0.14,0.959,0.793,-0.147,0.103,-0.194,-0.404,-0.337,-0.046,0.823,0.07,0.142,0.242,-0.094,-1.213,-0.403,-0.32,0.149,-1.033,-0.017,0.026,-0.066,-0.409,0.058,-0.742,0.913,-0.243,0.627,0.427,-0.153,-0.068,-0.566,0.124,-0.53,0.543,-0.457,0.223,NaN,0.344
1,-0.174,0.848,-0.051,-1.072,-0.49,-0.943,-0.355,-1.523,-0.514,0.81,0.353,0.678,0.984,0.882,0.739,-1.583,0.307,-0.592,-0.223,-0.048,0.662,-0.741,-0.186,-0.607,0.686,-0.444,-0.07,0.566,0.276,-0.363,0.239,-1.467,-0.208,-0.277,-0.073,-0.315,1.205,-0.339,0.498,0.246,-0.657,-0.528,-0.185,-0.877,-0.978
1.01,-0.197,-0.254,-0.769,-0.601,0.371,-0.575,-0.247,-1.349,0.176,-0.966,-0.189,0.148,-1.091,-1.133,-0.536,-0.552,-0.319,0.607,-1.879,-0.547,-0.229,-0.021,-0.019,0.277,0.356,0.058,-1.778,0.954,-0.66,-0.882,-0.273,-0.445,-0.302,0.18,-0.028,0.429,0.256,-0.091,1.6,0.268,-0.129,0.02,-0.725,-0.155,NaN
1.02,-0.93,-0.145,-1.016,-0.541,0.145,0.007,-0.549,-0.576,-0.34,0.109,0.619,0.076,-0.785,-0.387,-0.44,0.163,0.217,0.76,0.565,-0.246,0.307,-0.421,0.057,0.103,0.221,0.684,0.041,0.511,-0.315,-0.219,-0.941,-0.154,0.729,-0.111,-0.291,-0.601,-0.198,-0.611,-0.662,-1.088,-0.894,-0.004,0.231,0.288,0.138
1.03,-0.463,1.251,0.262,0.053,-1.216,0.387,-0.11,0.428,0.154,-1.437,NaN,-1.014,0.313,-0.659,0.134,0.792,-0.994,0.107,0.394,-0.492,0.633,0.087,-0.071,0.248,-0.199,-0.564,-0.247,-0.254,-0.229,-0.297,-0.655,NaN,0.141,0.549,-0.235,0.41,0.338,0.242,0.073,-1.066,0.986,0.467,0.108,-1.494,0.014
1.04,-0.614,0.403,-0.427,-0.495,-0.26,0.169,0.129,0.989,-0.619,0.292,0.558,-0.34,0.223,0.134,0.478,0.268,-1.034,-0.172,-0.743,0.424,-0.11,-0.29,-1.409,-0.032,0.059,0.34,0.123,-0.672,-1.111,0.093,0.529,-0.382,0.269,-1.26,0.212,-0.642,-0.32,0.053,-0.154,0.129,0.808,0.298,NaN,-1.731,-0.592
1.05,-0.415,-0.097,-0.702,-0.489,-0.507,0.24,0.376,-0.048,-0.139,-0.504,0.163,-0.597,-0.743,0.407,0.205,0.016,1.105,0.866,-0.599,0.693,0.297,-1.514,-0.737,-0.472,-0.426,-0.459,0.313,NaN,-0.564,-0.086,0.097,-0.962,0.407,0.548,0.15,-0.427,-0.08,-0.268,-0.758,-0.388,-0.888,-0.414,0.637,-0.267,-0.061
1.06,-0.437,-0.202,0.15,-0.247,0.2,0.357,0.111,-0.875,-0.669,0.361,0.426,1.164,-0.612,-0.051,-0.903,0.505,0.529,-0.555,0.549,0.108,0.73,-0.262,0.836,-0.661,-0.087,0.401,0.741,-0.061,-0.976,0.751,0.305,0.807,-0.475,0.095,-0.323,-0.225,-0.195,0.76,0.135,-0.227,0.027,0.42,-0.984,-1.185,-0.617
1.07,-0.696,-0.868,0.326,0.497,0.391,-0.018,0.54,0.018,0.525,-0.149,-0.243,-0.483,-0.054,-0.036,0.479,0.637,-0.753,0.266,-1.303,1.044,0.13,1.053,-0.001,-0.369,-0.06,-0.205,0.06,-0.449,0.471,0.549,-0.736,-1.146,0.211,0.369,-1.041,1.515,0.592,0.1,-0.749,-0.18,-0.3,-0.343,NaN,-0.06,-0.252
1.08,0.935,-0.386,-0.242,-0.367,NaN,-0.165,-1.216,-0.161,0.109,0.119,0.774,-0.203,-1.617,-0.293,1.1,0.036,-0.662,-0.199,0.845,0.18,-0.18,-1.138,-0.199,0.505,1.158,-0.326,0.315,0.462,-0.376,-0.413,-1.089,-0.833,0.911,-0.399,-0.605,-0.636,0.108,-0.003,0.15,-0.702,0.238,-0.77,0.318,0.78,-0.531
1.09,-0.243,0.045,-0.002,-0.229,-0.706,-0.642,0.161,0.696,0.626,0.996,-0.591,-0.677,-0.974,-1.043,0.864,1.453,0.242,-0.494,-0.583,0.407,-0.493,0.089,-0.963,0.48,0.022,-0.692,-0.381,-0.893,-0.658,-0.807,0.244,0.98,-0.328,0.15,-0.432,-0.149,-0.772,-0.327,-0.169,-0.444,-0.805,-0.914,0.511,0.456,-0.043
1.1,0.102,-0.021,-0.665,-0.154,-0.088,1.072,-0.335,0.28,-0.048,-1.226,-1.119,-0.098,-0.041,-0.084,NaN,0.819,-0.165,1.328,-0.752,0.582,0.676,0.84,0.914,-0.843,-0.516,0.076,0.799,-0.464,0.056,-0.132,0.576,-0.961,-0.325,-0.441,-1.584,0.718,0.345,0.565,0.054,1.103,0.003,0.548,NaN,0.7,-0.451
1.11,NaN,0.115,0.414,-0.417,0.912,0.068,-0.359,0.029,0.574,0.211,0.269,-0.453,-0.5,0.329,0.156,0.004,0.553,-0.112,-0.602,-0.358,0.315,-0.285,-0.199,0.189,0.305,0.244,0.492,-0.327,1.244,-0.584,0.018,-0.576,-0.549,-0.617,-0.014,0.156,-0.196,-0.012,0.051,-0.595,-0.583,-0.269,-0.241,-0.916,-0.244
1.12,-0.786,-1.245,0.143,0.555,-0.122,0.387,-0.153,0.496,-0.679,0.685,-0.797,-0.988,-0.813,-0.33,-0.4,0.044,-0.443,0.469,-1.074,-0.365,0.318,0.023,-1.541,-0.604,0.566,-0.431,-0.223,0.26,-0.325,-0.071,0.037,0.475,-0.823,0.329,-0.918,0.97,-0.083,-0.652,0.098,-1.298,-0.093,0.109,-0.276,-0.257,-0.364
1.13,0.932,-1.499,0.086,-0.625,0.972,0.12,-0.027,-0.104,0.049,-0.03,0.66,0.766,0.508,-0.155,-0.979,-0.613,-0.184,0.242,-0.832,-0.588,-0.109,0.172,0.526,-0.197,0.747,-0.277,-0.272,-0.944,0.247,0.16,0.055,-0.318,-0.993,-0.638,-0.787,0.344,1.131,1.206,-0.838,0.119,-0.825,-1.383,-0.359,1.11,-1.538
1.14,1.321,-1.131,0.925,-0.419,-0.48,0.463,-1.357,-1.396,0.259,0.165,0.231,0.195,0.128,0.2,-0.365,0.02,0.035,-0.795,0.577,-0.305,0.658,-0.204,0.617,0.055,-0.026,-0.285,0.682,0.397,-0.1,-0.348,-0.216,-0.008,-1.062,-0.455,0.799,-0.956,-0.476,0.049,1.171,-0.537,0.737,-0.447,-0.902,0.148,-0.542
1.15,-0.403,0.15,-1.397,-0.494,-0.188,0.134,-0.327,-0.76,-0.805,0.886,-0.701,-0.922,-0.546,-0.114,-0.942,-0.556,0.376,-0.204,-0.24,-0.351,-0.113,-0.884,-0.092,-0.018,-0.264,-0.18,-0.312,-0.027,-1.891,-0.216,0.738,NaN,-0.574,0.202,0.261,-0.722,-0.177,-0.622,-1.147,-0.146,-0.89,0.04,0.566,0.114,0.118
1.16,-0.101,-0.357,0.251,0.456,-0.117,-0.62,-0.676,0.553,0.848,0.883,0.198,-0.084,-0.144,-0.445,0.757,0.239,0.209,-0.128,0.07,1.143,-0.234,0.346,1.392,0.046,0.74,0.647,0.009,-1.238,0.145,0.563,-0.317,-1.4,0.25,0.404,0.654,-0.845,-0.611,-0.505,-0.145,-0.675,0.149,-0.278,-1.191,-0.378,-0.188
1.17,0.2,0.075,-0.6,NaN,0.639,-1.08,-1.012,-1.138,0.577,-0.11,0.366,-0.088,0.126,1.339,0.123,-0.874,0.461,0.006,-0.059,-0.498,-0.161,0.108,0.266,-1.083,-0.147,-0.201,-0.51,-0.111,-0.66,0.467,0.047,-0.77,NaN,-0.555,0.108,-0.093,-0.646,1.171,0.356,0.097,-0.713,-0.487,-0.994,0.205,-0.286
1.18,-0.081,-0.354,-0.301,1.033,-0.492,-0.189,-1.04,-0.78,0.362,0.716,-0.533,0.763,0.018,-0.182,0.309,0.268,1.039,-0.439,0.253,0.018,1.307,-0.239,-0.296,-0.299,-1.15,-0.026,1.203,-0.049,-0.674,-1.126,-0.408,-0.159,-0.701,-0.352,0.342,-0.56,1.326,-0.329,-0.367,0.87,0.676,0.098,0.735,0.09,-0.663
1.19,0.035,0.156,-0.062,0.245,0.198,-1.461,0.319,-0.057,0.293,-0.101,0.013,0.145,0.285,0.568,-0.756,0.752,NaN,0.525,-0.251,0.037,1.092,-0.261,-0.071,0.034,0.32,-1.204,0.912,-0.087,-0.25,-0.182,-0.725,0.068,-0.318,NaN,0.483,-0.014,-0.667,-1.159,-0.308,-0.463,0.53,-0.293,-0.153,NaN,1.112
1.2,0.228,0.312,0.658,-0.346,-0.006,0.714,-0.276,-1.587,1.114,0.574,-0.027,-0.393,-0.687,-0.113,0.387,0.161,-0.366,0.055,-1.324,0.665,-0.483,-0.784,1.075,0.273,0.7,0.606,0.277,-0.378,-0.046,-1.079,-0.892,0.568,0.121,-0.289,-0.813,-0.355,-0.714,0.048,0.841,-0.556,0.046,-1.106,-0.487,0.934,0.191
1.21,-0.299,-0.092,-1.003,-0.745,0.41,0.927,0.533,0.622,0.228,0.191,-0.934,0.85,-0.016,-0.336,-0.642,-0.459,0.432,-0.28,0.731,0.235,0.422,-0.342,-0.066,-1.314,0.412,0.182,0.352,-0.268,-0.141,-0.505,0.115,0.423,0.366,-1.239,0.542,0.297,-0.052,-0.509,0.106,0.137,-1.125,0.823,0.532,NaN,0.225
1.22,-0.182,-0.747,0.738,0.644,1.061,-0.689,-0.646,0.185,0.524,0.433,0.03,-0.15,-0.833,-0.752,-0.128,0.446,-0.352,0.738,NaN,-1.318,-1.381,-0.547,-0.48,-0.717,NaN,0.127,0.29,-0.155,-0.174,-1.557,-0.115,0.844,-0.011,0.675,0.091,-0.287,-0.497,-0.219,0.296,0.636,-0.068,-0.254,-0.396,0.524,-0.356
